title,location,building_location1,building_location2,area,direction,type,description,price
望湖西苑,包河,望湖,望湖西苑,101,南,3室1厅1卫,HF1705514463341314048,2600
蓝鼎星河府,包河,周谷堆,蓝鼎星河府,138,南 北,4室2厅1卫,HF1705546301602529280,2800
众城国际广场,庐阳,双岗,众城国际广场,96,南,2室1厅1卫,HF1705811954792136704,2500
来安花园,瑶海,和平路,来安花园,104,南,3室2厅1卫,HF1705553699901800448,2600
高铁都市花园,包河,常青,高铁都市花园,98,南,3室2厅1卫,HF1705551931063140352,2500
紫云府,瑶海,三里街,紫云府,71,南,2室1厅1卫,HF1688494238204952576,2700
宋都西湖花苑,政务,笔架山,宋都西湖花苑,93,南,2室2厅1卫,HF1688449502404411392,2500
恒大中央广场,瑶海,胜利路,恒大中央广场,68,南,1室1厅1卫,HF1688768937702981632,2500
利港银河新城,瑶海,嘉山路,利港银河新城,112,南,3室2厅1卫,HF1688778805788803072,2600
蓝鼎观湖苑,滨湖新区,滨湖世纪,蓝鼎观湖苑,80,南,2室2厅1卫,HF1688782591089442816,2600
政务壹号,政务,荷叶地,政务壹号,45,东南 南,1室1厅1卫,HF1678314843540553728,2800
家天下一期,新站,七里塘,家天下一期,117,南,3室1厅1卫,HF1677986139010498560,2600
保利梧桐语,高新,蜀麓,保利梧桐语,94,南,3室2厅1卫,HF1689539799267934208,2800
博澳丽苑,高新,天乐,博澳丽苑,97,南,2室1厅1卫,HF1690191932493398016,2500
信旺华府骏苑,蜀山,南七,信旺华府骏苑,72,东北,2室1厅1卫,HF1689997617984962560,2600
保利和盛公馆,滨湖新区,烟墩,保利和盛公馆,128,南 北,4室2厅2卫,HF1689994347770019840,2800
金鹏麓山院,高新,长宁,金鹏麓山院,96,南 北,3室1厅1卫,HF1690204926895980544,2600
时光原著,经开,海恒,时光原著,92,南 北,3室2厅1卫,HF1690273835770707968,2600
水晶苑(庐阳区),庐阳,亳州,水晶苑(庐阳区),80,南,3室2厅2卫,HF1690316750698053632,2500
学林春晓,新站,磨店,学林春晓,108,南,3室2厅2卫,HF1690355497233809408,2500
淮矿和平盛世,瑶海,明光路,淮矿和平盛世 ,82,南,2室1厅1卫,HF1690590951577223168,2600
凯旋公寓,经开,莲花,凯旋公寓,58,南,3室1厅1卫,HF1690605967563030528,2750
玫瑰绅城,包河,周谷堆,玫瑰绅城,88,南,3室2厅1卫,HF1690648251625111552,2600
枫丹白鹭湖公馆,蜀山,新产业园,枫丹白鹭湖公馆,130,南,2室2厅1卫,HF1690650264622596096,2500
丽阳兰庭,包河,周谷堆,丽阳兰庭,92,南,3室2厅1卫,HF1690641985582399488,2500
禹洲华侨城三期荷园,肥西,染坊,禹洲华侨城三期荷园,88,南,2室1厅1卫,HF1690655578122092544,2600
望湖城桂香居金桂苑,包河,望湖,望湖城桂香居金桂苑,130,南,3室2厅1卫,HF1690918921768534016,2650
纪元阳光地带,庐阳,双岗,纪元阳光地带,104,西南,2室2厅1卫,HF1700406973847044096,2500
皖新朗诗绿郡,滨湖新区,环湖CBD,皖新朗诗绿郡,54,南,1室1厅1卫,HF1700714076306407424,2600
绿地海顿公馆C,包河,周谷堆,绿地海顿公馆C,89,南,2室1厅1卫,HF1700500850981470208,2600
新华阳光国际,肥西,柏堰,新华阳光国际,92,南,2室2厅2卫,HF1700500491768692736,2500
千城大厦,滨湖新区,滨湖世纪,千城大厦,76,西,1室0厅0卫,HF1704454862646804480,2690
千城大厦,滨湖新区,滨湖世纪,千城大厦,81,西,1室0厅0卫,HF1704457651410173952,2800
幸福大街西区,肥西,桃花工业园,幸福大街西区,84,南,2室1厅1卫,HF1704771227404468224,2500
蓝鼎滨湖假日清华园,滨湖新区,滨湖世纪,蓝鼎滨湖假日清华园,68,南,2室1厅1卫,HF1704721974770532352,2500
百乐门悦府,经开,莲花,百乐门悦府,86,南,2室2厅1卫,HF1704725948542222336,2600
万科未来之光,肥东,肥东,万科未来之光,92,南,3室2厅1卫,HF1704722470096863232,2600
长安萨尔斯堡,肥西,桃花工业园,长安萨尔斯堡,115,南,3室2厅1卫,HF1704726794399121408,2800
万达揽湖苑,滨湖新区,环湖CBD,万达揽湖苑,139,南 北,4室2厅2卫,HF1704725079922835456,2800
恒盛皇家花园,庐阳,林店,恒盛皇家花园,123,南,3室2厅1卫,HF1697545686725165056,2800
高铁都市花园,包河,常青,高铁都市花园,132,南 北,3室2厅1卫,HF1688045888787709952,2700
时光原著,经开,海恒,时光原著,92,南,3室1厅1卫,HF1688071795292241920,2500
红园小区,蜀山,南七,红园小区,74,南,3室1厅1卫,HF1705779463117078528,2600
地矿家园,包河,周谷堆,地矿家园,100,南 北,2室2厅1卫,HF1705834411141890048,2800
金隅金成府,包河,周谷堆,金隅金成府,98,南,3室2厅1卫,HF1705821402621280256,2700
原树提香,肥西,桃花工业园,原树提香,94,南,3室2厅1卫,HF1705856228795613184,2500
滨湖龙川里,包河,常青,滨湖龙川里,106,南,4室2厅1卫,HF1705854178926002176,2600
金鹏麓山院,高新,长宁,金鹏麓山院,96,南,3室2厅1卫,HF1705869731703029760,2800
朗峰大厦,庐阳,海棠,朗峰大厦,47,南,1室1厅1卫,HF1705871088115777536,2600
北湖南岸公寓,庐阳,四里河,北湖南岸公寓,136,南 北,3室2厅1卫,HF1705953424954097664,2500
绿地滨湖国际花都,经开,海恒,绿地滨湖国际花都,90,南,2室1厅1卫,HF1706167836340125696,2500
文一名门绿洲,肥西,繁华新园,文一名门绿洲,90,南,3室1厅1卫,HF1698946432561577984,2500
海棠别院南区,庐阳,海棠,海棠别院南区,125,南,3室2厅2卫,HF1698948915010732032,2600
宋都西湖花苑,政务,笔架山,宋都西湖花苑,83,南,2室2厅1卫,HF1699030732644548608,2750
和昌都汇华府,包河,周谷堆,和昌都汇华府,88,南,3室2厅1卫,HF1699035481636864000,2500
中天左岸,瑶海,城东,中天左岸,101,南,3室2厅1卫,HF1699046894858141696,2750
滨湖明珠西区,滨湖新区,滨湖世纪,滨湖明珠西区,127,南,3室2厅2卫,HF1700717958755516416,2600
天下锦城康桥郡,包河,常青,天下锦城康桥郡,120,南 北,3室2厅1卫,HF1700738126965637120,2500
万科森林公园锦庭,庐阳,森林公园,万科森林公园锦庭,86,南,3室2厅1卫,HF1700736306792890368,2600
国贸天琴湾,政务,笔架山,国贸天琴湾,97,南,2室2厅1卫,HF1700789561988218880,2600
加侨悦湖公馆,经开,海恒,加侨悦湖公馆,95,南,3室2厅1卫,HF1697558221587218432,2600
美生滨江花月,包河,淝河镇,美生滨江花月,90,南,2室1厅1卫,HF1697520943267577856,2700
新世界公馆,包河,包公,新世界公馆,81,南,2室2厅1卫,HF1697899468684263424,2700
依澜雅居,经开,海恒,依澜雅居,93,南,3室2厅1卫,HF1697852571579842560,2500
东冠繁华逸城,肥西,黄小,东冠繁华逸城,93,南,3室2厅2卫,HF1697908131859791872,2600
高铁都市花园东苑,包河,常青,高铁都市花园东苑,118,南,3室2厅1卫,HF1698267103808716800,2600
飞虹小区,蜀山,琥珀,飞虹小区,87,南,3室1厅1卫,HF1698261437052354560,2800
凤凰文化广场,包河,望湖,凤凰文化广场,118,南,3室2厅2卫,HF1698178079962169344,2800
加侨悦山国际东区,蜀山,新产业园,加侨悦山国际东区,91,南,3室2厅1卫,HF1697951242858266624,2600
中海嶺湖湾,肥西,柏堰,中海嶺湖湾,94,南,3室2厅1卫,HF1697952175252045824,2800
统计新村,蜀山,西园,统计新村,58,南,2室1厅1卫,HF1698329548669583360,2500
大溪地御倾城,蜀山,西园,大溪地御倾城,72,北,2室1厅1卫,HF1698703118172160000,2500
绿地海德公馆,肥西,长安,绿地海德公馆,115,南,4室2厅1卫,HF1698900302276591616,2800
颐和花园庐阳佳苑,蜀山,五里墩,颐和花园庐阳佳苑,120,南,3室2厅1卫,HF1698921911804755968,2600
美菱大道536号,庐阳,逍遥津,美菱大道536号,38,南,2室1厅1卫,HF1705824636295446528,2500
电建小区,高新,天乐,电建小区,95,南,3室2厅1卫,HF1705849309666213888,2800
金大地1912,蜀山,南七,金大地1912,68,南,2室1厅1卫,HF1705911135531696128,2800
华地翡翠蓝湾,肥西,翡翠,华地翡翠蓝湾,101,南,3室2厅2卫,HF1705911450922385408,2500
绿地海顿公馆B,包河,周谷堆,绿地海顿公馆B,81,南,2室2厅1卫,HF1699087795219333120,2700
王大郢家园沁苑,包河,周谷堆,王大郢家园沁苑,70,南,2室1厅1卫,HF1699291627077500928,2680
中国铁建清溪国际樾园,蜀山,五里墩,中国铁建清溪国际樾园,95,南,3室1厅1卫,HF1699410030123548672,2700
庐阳瑞园,庐阳,亳州,庐阳瑞园,99,南 北,3室1厅1卫,HF1699638034061852672,2600
信达华宇锦绣龙川,包河,淝河镇,信达华宇锦绣龙川,110,南,3室2厅2卫,HF1699705771945623552,2700
御湖观邸,经开,海恒,御湖观邸,99,南,2室2厅1卫,HF1699724849259216896,2700
华润凯旋门二期,政务,荷叶地,华润凯旋门二期,51,南,1室1厅1卫,HF1699768496675618816,2700
陶冲湖别院,新站,站北,陶冲湖别院,100,南,4室2厅1卫,HF1699807391748456448,2500
御湖观邸,经开,海恒,御湖观邸,105,南 北,3室2厅2卫,HF1705899255199170560,2600
政务壹号,政务,荷叶地,政务壹号,39,南,1室1厅1卫,HF1706145517144113152,2500
鼎元别院,蜀山,井岗镇,鼎元别院,87,南,3室1厅1卫,HF1706145448537882624,2500
第四医院宿舍,蜀山,三里庵,第四医院宿舍,55,南,2室1厅1卫,HF1677596936468692992,2500
松芝万象城,蜀山,五里墩,松芝万象城,130,南,2室2厅1卫,HF1677923777754693632,2800
蓬莱御府,肥西,肥西,蓬莱御府,128,南,4室2厅2卫,HF1677901202647416832,2700
琥珀瑞安家园,滨湖新区,方兴,琥珀瑞安家园,102,南 北,3室2厅1卫,HF1678049930842734592,2500
信地城市广场,瑶海,长淮,信地城市广场,129,南,3室2厅2卫,HF1678248895001395200,2700
金科博翠天辰,包河,工业园,金科博翠天辰,117,南,3室2厅2卫,HF1678275481872367616,2750
春晖园,滨湖新区,滨湖世纪,春晖园,88,东南,3室1厅1卫,HF1677998134535389184,2500
凯悦豪庭,庐阳,亳州,凯悦豪庭,119,南,3室2厅1卫,HF1678350654965284864,2800
蓬莱御府,肥西,肥西,蓬莱御府,128,南,4室2厅1卫,HF1678720441302122496,2500
星海城,包河,包公,星海城,97,南,3室2厅1卫,HF1678626785585004544,2800
融科城融祥园,经开,芙蓉,融科城融祥园,114,南,3室2厅1卫,HF1678401696662814720,2600
保利海上五月花,滨湖新区,环湖CBD,保利海上五月花,105,南 北,3室2厅1卫,HF1678974751705399296,2599
枫丹白鹭湖公馆,蜀山,新产业园,枫丹白鹭湖公馆,104,南 北,3室2厅1卫,HF1676907968001474560,2500
地矿家园,包河,周谷堆,地矿家园,130,南,3室2厅1卫,HF1676950756579606528,2700
水安公司,包河,芜湖路,水安公司,57,南,2室1厅1卫,HF1677181764616847360,2600
加侨悦湖公馆,经开,海恒,加侨悦湖公馆,88,南,3室2厅1卫,HF1677308875277074432,2500
国建香榭水都,政务,笔架山,国建香榭水都,99,南 北,3室2厅1卫,HF1677529512310472704,2700
望湖南苑,包河,望湖,望湖南苑,128,南,3室2厅2卫,HF1677521216656637952,2500
蓝鼎星河府,包河,周谷堆,蓝鼎星河府,95,南,3室1厅1卫,HF1677611042819014656,2800
绿地海德公馆,肥西,长安,绿地海德公馆,125,南,4室2厅2卫,HF1677588195648208896,2800
宝业东城广场,瑶海,铜陵路,宝业东城广场,131,南,3室2厅1卫,HF1677873173112029184,2700
翡翠花园,肥西,芙蓉,翡翠花园,119,南,3室2厅1卫,HF1677901225657368576,2600
滨湖品阁,滨湖新区,滨湖世纪,滨湖品阁,93,南,3室1厅1卫,HF1678240455935918080,2800
万科森林公园嘉庭,庐阳,森林公园,万科森林公园嘉庭,89,南,3室2厅1卫,HF1678234988652265472,2700
博澳丽苑,高新,天乐,博澳丽苑,99,南,2室2厅1卫,HF1678246513748213760,2500
滨湖品阁,滨湖新区,滨湖世纪,滨湖品阁,89,南,2室2厅1卫,HF1678269351825768448,2600
翡翠正荣府,肥西,肥西,翡翠正荣府,92,南 北,3室1厅1卫,HF1678025682766004224,2600
绿地滨湖国际花都,经开,海恒,绿地滨湖国际花都,99,南 北,3室2厅1卫,HF1678373794252587008,2800
幸福雅苑,包河,淝河镇,幸福雅苑,100,南,3室2厅1卫,HF1678657120423116800,2500
融侨观澜,包河,常青,融侨观澜,44,南,1室1厅1卫,HF1678690108347252736,2800
鼎鑫中心,庐阳,森林公园,鼎鑫中心,46,南 北,2室2厅2卫,HF2829625452958580736,2800
鼎鑫中心,庐阳,森林公园,鼎鑫中心,46,东 西,2室2厅2卫,HF2868797810579611648,2700
禹洲华侨城三期枫园,肥西,染坊,禹洲华侨城三期枫园,89,南,2室2厅1卫,HF1718887803950989312,2500
花园锦绣大地城,肥西,桃花工业园,花园锦绣大地城,97,南,3室2厅2卫,HF1705413461338488832,2500
保利海上五月花B区,滨湖新区,环湖CBD,保利海上五月花B区,90,南,3室2厅1卫,HF1717398072759156736,2500
融创悦湖台,滨湖新区,环湖CBD,融创悦湖台,171,南,4室2厅3卫,HF1619622454722822144,2500
北美印象雅苑,庐阳,海棠,北美印象雅苑,135,南 北,4室2厅2卫,HF1680862304645677056,2800
山水间花园,蜀山,新产业园,山水间花园,75,南,2室1厅2卫,HF1680862131571916800,2600
中国铁建青秀城,蜀山,五里墩,中国铁建青秀城,95,南 北,3室2厅1卫,HF1680895963406794752,2700
金寨路330号,庐阳,三孝口,金寨路330号,81,南,3室1厅1卫,HF1668110234406617088,2600
桐城路,庐阳,逍遥津,桐城路,75,南,3室1厅1卫,HF1696394798522433536,2500
元一柏庄,包河,周谷堆,元一柏庄,129,南,3室1厅1卫,HF1696392141086916608,2700
秀水花园,蜀山,南七,秀水花园,115,南,3室2厅1卫,HF1696396455108935680,2600
盛世名城桂竹苑,蜀山,南七,盛世名城桂竹苑,86,南,2室2厅1卫,HF1696442392321720320,2800
原树提香,肥西,桃花工业园,原树提香,82,南,2室2厅1卫,HF1696459102693097472,2500
王大郢家园欣苑,包河,周谷堆,王大郢家园欣苑,120,南,3室2厅1卫,HF1697197242072432640,2800
省建设厅大院,庐阳,逍遥津,省建设厅大院,63,南,2室1厅1卫,HF1697477398393520128,2600
南岗惠园,蜀山,南岗镇,南岗惠园,90,南,3室2厅1卫,HF1697536932268998656,2800
花园锦绣大地城,肥西,桃花工业园,花园锦绣大地城,92,南 北,4室1厅4卫,HF1697559754072653824,2800
庐阳柳林苑,庐阳,四里河,庐阳柳林苑,147,南,3室2厅2卫,HF1697523927804280832,2800
安北小区,庐阳,三孝口,安北小区,74,南,3室0厅1卫,HF1697858031519268864,2800
信地华地城,肥西,繁华新园,信地华地城,86,南,3室1厅1卫,HF1697921475131998208,2600
尚成花园,高新,兴园,尚成花园,93,南,3室2厅1卫,HF1697922953917759488,2700
丰乐世纪公寓,蜀山,西园,丰乐世纪公寓,71,南,1室2厅1卫,HF1698252110744780800,2500
森林海花园,政务,笔架山,森林海花园,69,南,2室1厅1卫,HF1698193869012729856,2500
金隅大成郡,包河,淝河镇,金隅大成郡,127,南,4室2厅2卫,HF1678749732781948928,2800
信地藏龙阁,瑶海,三里街,信地藏龙阁,100,南,3室2厅1卫,HF1679108990748852224,2800
锦绣首玺,滨湖新区,方兴,锦绣首玺,123,南,3室2厅1卫,HF1679067681933754368,2500
幸福大街东区,肥西,桃花工业园,幸福大街东区,89,南,3室2厅1卫,HF1679369846170583040,2500
龙湖丽丰西宸原著,蜀山,新产业园,龙湖丽丰西宸原著,361,南,5室2厅3卫,HF1679361240498962432,2500
金隅大成郡,包河,淝河镇,金隅大成郡,92,南,3室2厅1卫,HF1679458078476468224,2700
中国铁建国际公馆,蜀山,南岗镇,中国铁建国际公馆,97,南,3室2厅1卫,HF1679786571521327104,2700
安徽盐业大厦,瑶海,长淮,安徽盐业大厦,143,南 北,3室2厅1卫,HF1680054497633632256,2700
鼎鑫中心,庐阳,森林公园,鼎鑫中心,49,北,1室1厅1卫,HF1680064934139920384,2500
滨湖前城,经开,临湖,滨湖前城,110,南,2室1厅1卫,HF1679893010009030656,2600
宁溪家园,蜀山,西园,宁溪家园,92,南,3室2厅1卫,HF1680078522304954368,2500
双河三村,庐阳,双岗,双河三村,127,南,3室2厅1卫,HF1680175365315624960,2500
望湖城桂香居日桂苑,包河,望湖,望湖城桂香居日桂苑,132,南 北,3室2厅1卫,HF1680430422439231488,2800
龙湖天境,蜀山,新产业园,龙湖天境,130,南 北,4室2厅2卫,HF1680525409923366912,2500
蓝鼎滨湖假日翰林园,滨湖新区,滨湖世纪,蓝鼎滨湖假日翰林园,87,南,3室2厅1卫,HF1680528354387689472,2500
禹洲华侨城三期荷园,肥西,染坊,禹洲华侨城三期荷园,106,南 北,3室2厅1卫,HF1710234588875325440,2800
盛世名城丽景花园,蜀山,南七,盛世名城丽景花园,119,南,3室2厅2卫,HF1710292925537058816,2800
港澳花园,经开,芙蓉,港澳花园,109,南,3室2厅1卫,HF1710282490914013184,2700
金鸟花园,庐阳,双岗,金鸟花园,108,南 北,4室2厅2卫,HF1710281621166358528,2600
梦和苑二期,瑶海,铜陵路,梦和苑二期,113,南,3室1厅1卫,HF1710269581790019584,2800
翰林府邸,经开,芙蓉,翰林府邸,89,南,2室2厅1卫,HF1710513168482041856,2500
南屏家园,蜀山,南七,南屏家园,98,南,2室1厅1卫,HF1710518572020662272,2600
信旺华府骏苑,蜀山,南七,信旺华府骏苑,106,南,2室1厅1卫,HF1710579091758907392,2500
颐和花园庐阳佳苑,蜀山,五里墩,颐和花园庐阳佳苑,103,南 北,2室2厅1卫,HF1695991349095956480,2600
珠光花园,包河,周谷堆,珠光花园,85,南,3室1厅1卫,HF1696109314357329920,2500
包公家园,肥西,新港,包公家园,140,南,3室2厅1卫,HF1696383322671808512,2500
德邦翠馨居,新站,七里塘,德邦翠馨居,137,南 北,3室2厅2卫,HF1696391223159291904,2800
信旺华府骏苑,蜀山,南七,信旺华府骏苑,119,南,2室1厅1卫,HF1696511646475747328,2500
望江台璟宸,高新,长宁,望江台璟宸,100,南,3室2厅2卫,HF1696500202896097280,2700
中环紫荆公馆,经开,芙蓉,中环紫荆公馆,98,南 北,3室2厅1卫,HF1696749510018990080,2700
祥徽苑写字楼,长丰,北城,祥徽苑写字楼,114,南,2室1厅1卫,HF1696838285915062272,2766
中环城国际公寓,经开,芙蓉,中环城国际公寓,57,南,2室1厅1卫,HF1697941876344094720,2500
天鹅湖一号,政务,荷叶地,天鹅湖一号,85,南,2室2厅1卫,HF1698292162115928064,2800
翡翠花园,肥西,芙蓉,翡翠花园,130,南 北,3室2厅2卫,HF1698288933512675328,2500
锦绣首玺,滨湖新区,方兴,锦绣首玺,99,南,3室2厅2卫,HF1698544218869334016,2600
元一名城C区,瑶海,嘉山路,元一名城C区,26,北,1室0厅1卫,HF1698608879656501248,2500
中辰优唐广场,包河,常青,中辰优唐广场,65,南,2室1厅1卫,HF1698626709324038144,2500
鼎元公馆,肥西,黄小,鼎元公馆,107,南,3室2厅1卫,HF1698629529888620544,2500
乐富强御龙湾,政务,笔架山,乐富强御龙湾,89,南,2室2厅1卫,HF1698894197752332288,2600
上元公寓,庐阳,亳州,上元公寓,88,南,3室2厅1卫,HF1698919805173628928,2600
新华阳光国际,肥西,柏堰,新华阳光国际,92,南,2室2厅1卫,HF1707796045968179200,2500
兴园小区,高新,兴园,兴园小区,102,南 北,3室2厅1卫,HF1713447606224420864,2500
一里洋房,经开,芙蓉,一里洋房,136,东 西,3室2厅1卫,HF1713456942925479936,2500
复兴家园,高新,长宁,复兴家园,106,东北,3室2厅1卫,HF1713425357442383872,2800
港汇广场,蜀山,南七,港汇广场,54,东,1室1厅1卫,HF1708066050261647360,2500
保利海上五月花B区,滨湖新区,环湖CBD,保利海上五月花B区,90,南 北,3室2厅1卫,HF1708334794305175552,2600
丰大国际,经开,莲花,丰大国际,111,南,3室1厅1卫,HF1708345606310723584,2600
幸福雅苑,包河,淝河镇,幸福雅苑,98,南,3室1厅1卫,HF1708094407170850816,2500
华地紫园,高新,兴园,华地紫园,89,南,2室2厅1卫,HF1708431282750357504,2600
元一柏庄,包河,周谷堆,元一柏庄,52,南,1室0厅0卫,HF1680509227220598784,2500
合肥市人民政府第三生活区,庐阳,三孝口,合肥市人民政府第三生活区,86,南 北,3室1厅1卫,HF1680564653169573888,2500
万达银座,滨湖新区,环湖CBD,万达银座,106,南,2室1厅2卫,HF1680784529909874688,2600
淝河佳苑,包河,周谷堆,淝河佳苑,109,南,3室1厅1卫,HF1680793649425678336,2500
保利海上五月花C区,滨湖新区,环湖CBD,保利海上五月花C区,115,南 北,4室2厅1卫,HF1680857902459387904,2850
滨湖世纪城振徽苑,滨湖新区,滨湖世纪,滨湖世纪城振徽苑,96,南,3室2厅1卫,HF1680902068430176256,2700
滨湖万科城,滨湖新区,烟墩,滨湖万科城,92,南,3室2厅1卫,HF1667934320364355584,2500
立基大厦,蜀山,稻香村,立基大厦,49,南,1室0厅0卫,HF1668113735975174144,2500
上城国际丁香苑,庐阳,杏林,上城国际丁香苑,124,南,3室2厅1卫,HF1668117366531162112,2600
国贸天琴湾,政务,笔架山,国贸天琴湾,97,南,2室2厅1卫,HF1668572023317594112,2600
朗香书院,新站,磨店,朗香书院,126,南,3室2厅2卫,HF1668451106121842688,2500
南屏家园,蜀山,南七,南屏家园,84,南,2室2厅1卫,HF1710607523565797376,2500
人民巷21号,庐阳,三孝口,人民巷21号,69,南,2室1厅1卫,HF1710605440099811328,2500
信旺华府骏苑,蜀山,南七,信旺华府骏苑,120,南,2室2厅1卫,HF1710642597933875200,2600
领势公馆,蜀山,西园,领势公馆,86,南,3室1厅1卫,HF1710859361896628224,2800
米兰阳光花园,经开,锦绣,米兰阳光花园,107,西北,3室2厅1卫,HF1710859403042750464,2600
淮矿馥邦天下,高新,兴园,淮矿馥邦天下,88,南,2室2厅1卫,HF1710674505984114688,2800
东冠繁华逸城,肥西,黄小,东冠繁华逸城,126,南,4室2厅2卫,HF1710907409343447040,2600
翡翠花园,肥西,芙蓉,翡翠花园,118,东南,3室2厅2卫,HF1710899478115909632,2500
禹洲华侨城一期,肥西,染坊,禹洲华侨城一期,122,南,3室2厅1卫,HF1710957174869458944,2500
绿城桂花园,高新,天乐,绿城桂花园,88,南,2室2厅1卫,HF1710934564660051968,2600
王大郢家园欣苑,包河,周谷堆,王大郢家园欣苑,65,南,2室1厅1卫,HF1719278359638179840,2500
滨湖明珠西区,滨湖新区,滨湖世纪,滨湖明珠西区,97,南,2室2厅1卫,HF1666024688893034496,2800
禹洲翡翠湖郡,经开,芙蓉,禹洲翡翠湖郡,107,南,3室2厅1卫,HF1666051911993786368,2650
红皖家园,蜀山,新产业园,红皖家园,103,南,3室1厅1卫,HF1697217521129619456,2700
中铁四局八分公司合肥西站办事处,高新,兴园,中铁四局八分公司合肥西站办事处,78,南 北,2室2厅1卫,HF1697119477029666816,2500
天珑广场,政务,荷叶地,天珑广场,51,南,1室1厅1卫,HF1697159379133923328,2500
滨湖时光印象,滨湖新区,烟墩,滨湖时光印象,123,南,4室2厅2卫,HF1697176363615649792,2600
松芝万象城,蜀山,五里墩,松芝万象城,60,南,2室1厅1卫,HF1697456371361906688,2700
京华世家,包河,淝河镇,京华世家,114,南,3室1厅1卫,HF1687781001750642688,2800
滨湖龙川里,包河,常青,滨湖龙川里,91,南,3室1厅1卫,HF1713886974911184896,2800
万科森林公园雍庭,庐阳,森林公园,万科森林公园雍庭,89,南 北,3室2厅1卫,HF1713894328675336192,2800
利港银河广场,滨湖新区,方兴,利港银河广场,72,南,1室0厅0卫,HF1714169365789671424,2750
徽州大道木材厂宿舍,包河,芜湖路,徽州大道木材厂宿舍,80,南 北,2室2厅1卫,HF1714176525118472192,2700
华地森林湖,庐阳,林店,华地森林湖,87,西南,2室1厅1卫,HF1714193433049956352,2500
永红路17号,庐阳,三孝口,永红路17号,34,东,1室1厅1卫,HF1714219019743002624,2600
舒城路2号,庐阳,逍遥津,舒城路2号,84,南 北,3室0厅1卫,HF1714236115185041408,2500
百商现代名苑,肥西,兴园,百商现代名苑,83,南,3室1厅1卫,HF1714265277765517312,2800
华润幸福里(南区),蜀山,南七,华润幸福里(南区),88,南,2室1厅1卫,HF1714472916596293632,2700
合肥云谷智慧金融城,滨湖新区,烟墩,合肥云谷智慧金融城,115,南,3室2厅1卫,HF1714567822119534592,2800
滨湖一号,包河,工业园,滨湖一号,66,西,2室1厅2卫,HF1714601664440172544,2700
都会1907,滨湖新区,烟墩,都会1907,127,南 北,3室2厅2卫,HF1713419115256872960,2600
华邦观筑里,经开,芙蓉,华邦观筑里,87,南,3室2厅1卫,HF1713419575367827456,2800
铂金汉宫,包河,包公,铂金汉宫,50,东,2室1厅2卫,HF1713423354486063104,2500
佳源巴黎都市(四期),滨湖新区,方兴,佳源巴黎都市(四期),96,南 北,3室2厅2卫,HF1713486137856622592,2600
淝河安百苑C区,包河,淝河镇,淝河安百苑C区,110,南,3室2厅1卫,HF1713487138781134848,2600
乐富强悦湖熙岸,高新,长宁,乐富强悦湖熙岸,117,南,3室2厅1卫,HF1713501253423595520,2600
绿地中心,包河,常青,绿地中心,56,南 西,1室1厅1卫,HF1713566281434660864,2600
幸福大街西区,肥西,桃花工业园,幸福大街西区,118,南,3室2厅1卫,HF1713579757481754624,2500
望湖嘉苑,包河,望湖,望湖嘉苑,132,南,3室2厅1卫,HF1713759272728264704,2500
琅琊小区,瑶海,三里街,琅琊小区,51,南,2室1厅1卫,HF1713847801265258496,2500
奥园城央壹品,蜀山,稻香村,奥园城央壹品,57,西北,1室1厅1卫,HF1713831245965688832,2500
海尔产城创智慧公馆,瑶海,龙岗,海尔产城创智慧公馆,92,南 北,3室2厅1卫,HF1713827384886558720,2500
宝利丰广场,包河,包公,宝利丰广场,89,东,2室1厅1卫,HF1713886663337312256,2500
利港银河新城,瑶海,嘉山路,利港银河新城,106,南,3室2厅1卫,HF1714123693774340096,2600
汇峰苹果小镇,经开,莲花,汇峰苹果小镇,80,南,2室1厅1卫,HF1714124066371141632,2500
信达华宇锦绣龙川,包河,淝河镇,信达华宇锦绣龙川,99,南,3室2厅2卫,HF1714120051197476864,2800
百商悦澜山,高新,兴园,百商悦澜山,78,南,2室2厅1卫,HF1712731261174284288,2500
信达华宇锦绣龙川,包河,淝河镇,信达华宇锦绣龙川,99,南,3室2厅2卫,HF1708417468931768320,2800
金地国际城,包河,周谷堆,金地国际城,61,南,3室1厅1卫,HF1708415531041685504,2500
淮矿馥邦天下,高新,兴园,淮矿馥邦天下,68,南,2室1厅1卫,HF1708697737433710592,2700
御湖观邸,经开,海恒,御湖观邸,122,南,3室2厅1卫,HF1708706247487782912,2700
大富山庄,蜀山,新产业园,大富山庄,80,南,2室1厅1卫,HF1708700111887925248,2500
中铁国际城德园,庐阳,四里河,中铁国际城德园,89,南,3室2厅1卫,HF1708811235518054400,2500
和煦园,庐阳,亳州,和煦园,107,南,3室1厅1卫,HF1708768691136495616,2500
经典广场,经开,莲花,经典广场,63,北,1室1厅0卫,HF1708763482788200448,2500
天下锦城温莎城,包河,常青,天下锦城温莎城,94,南,2室2厅1卫,HF1714134578597199872,2700
恒盛皇家花园,庐阳,林店,恒盛皇家花园,79,南,2室1厅1卫,HF1714151101495771136,2800
安高城市天地,蜀山,稻香村,安高城市天地,95,南,2室2厅1卫,HF1714202662230032384,2800
恒基旭辉铂悦天汇,滨湖新区,方兴,恒基旭辉铂悦天汇,119,南,3室2厅2卫,HF1714206626572926976,2600
加侨悦湖公馆,经开,海恒,加侨悦湖公馆,100,南,3室2厅1卫,HF1714231795861422080,2500
